PAX7	28.0	0.0	168.0	0.0
PAX7	28.0	0.0	168.0	0.0
CNBD1	38.0	0.0	150.0	0.0
CNBD1	35.0	0.0	150.0	0.0
BRCA1	0.0	7.35371179039	82.0	0.0
BRCA1	0.0	7.35371179039	82.0	0.0
PRPF40B	11.0	0.0	64.0	0.0
PRPF40B	11.0	0.0	64.0	0.0
POLQ	15.0	0.0	56.0	0.0
POLQ	15.0	0.0	56.0	0.0
KMT2D	10.0	0.0	60.0	0.0
KMT2D	10.0	0.0	60.0	0.0
CREB3L1	6.0	0.0	24.0	0.0
CREB3L1	6.0	0.0	24.0	0.0
FOXR1	2.0	0.0	24.0	0.0
FOXR1	2.0	0.0	24.0	0.0
TLX1	5.0	0.0	20.0	0.0
TLX1	5.0	0.0	20.0	0.0
HIST1H3B	5.0	0.0	18.0	0.0
HIST1H3B	5.0	0.0	18.0	0.0
A1CF	4.0	0.0	16.0	0.0
A1CF	4.0	0.0	16.0	0.0
ZNF479	3.0	0.0	12.0	0.0
ZNF479	3.0	0.0	12.0	0.0
CNTNAP2	14.0	0.0	0.0	0.0
FLT4	0.0	0.0442477876106	10.0	0.0
FLT4	0.0	0.0442477876106	10.0	0.0
RUNDC2A	2.0	0.0	8.0	0.0
SSX4	1.0	0.0	8.0	0.0
SSX4	1.0	0.0	8.0	0.0
WHSC1L1	0.0	0.528301886792	8.0	0.0
SMARCB1	0.0	0.473170731707	8.0	0.0
SMARCB1	0.0	0.473170731707	8.0	0.0
TFE3	2.0	0.25	6.0	0.0
TFE3	2.0	0.25	6.0	0.0
ZEB1	0.0	0.166666666667	8.0	0.0
ZEB1	0.0	0.166666666667	8.0	0.0
FGFR1	0.0	0.144736842105	8.0	0.0
FGFR1	0.0	0.144736842105	8.0	0.0
KMT2C	8.0	0.0	0.0	0.0
KMT2C	8.0	0.0	0.0	0.0
TP63	5.0	0.0	2.0	0.0
TP63	5.0	0.0	2.0	0.0
WAS	0.0	0.971428571429	6.0	0.0
WAS	0.0	0.971428571429	6.0	0.0
BCL9L	0.0	0.4	6.0	0.0
BCL9L	0.0	0.4	6.0	0.0
NCOA4	0.0	0.202764976959	6.0	0.0
NCOA4	0.0	0.202764976959	6.0	0.0
DDX6	0.0	0.156695156695	6.0	0.0
DDX6	0.0	0.156695156695	6.0	0.0
WNK2	0.0	0.0216306156406	6.0	0.0
WNK2	0.0	0.0216306156406	6.0	0.0
RFWD3	0.0	1.41281669151	4.0	0.0
RFWD3	0.0	1.41281669151	4.0	0.0
RPL22	0.0	5.0	0.0	0.0
RPL22	0.0	5.0	0.0	0.0
WHSC1L1	0.0	0.339622641509	4.0	0.0
FGFR4	0.0	0.168439716312	4.0	0.0
FGFR4	0.0	0.168439716312	4.0	0.0
CYP2C8	0.0	0.122513089005	4.0	0.0
CYP2C8	0.0	0.122513089005	4.0	0.0
PBRM1	0.0	0.112068965517	4.0	0.0
PBRM1	0.0	0.112068965517	4.0	0.0
ABI1	0.0	0.0854700854701	4.0	0.0
ABI1	0.0	0.0854700854701	4.0	0.0
APC	0.0	0.0810810810811	4.0	0.0
APC	0.0	0.0810810810811	4.0	0.0
PPARG	0.0	0.0448717948718	4.0	0.0
PPARG	0.0	0.0448717948718	4.0	0.0
CRTC1	0.0	0.037037037037	4.0	0.0
CRTC1	0.0	0.037037037037	4.0	0.0
ZNF521	0.0	0.0338983050847	4.0	0.0
