150919	150928	10	16.4	3.76375e-09
150945	150986	42	51.2	3.04506e-18
155397	155442	46	52.3	1.84772e-17
155457	155473	17	17.9	1.17413e-06
155492	155538	47	38.9	1.26764e-10
157309	157445	137	74.6	8.08713e-15
158211	158260	50	47.2	9.98319e-14
159720	159728	9	13.1	9.00256e-07
159789	159893	105	38.3	2.11793e-07
165775	165939	165	105.4	6.32176e-22
171746	171867	122	78.8	5.95161e-17
174019	174034	16	17	1.94191e-06
174060	174064	5	9	2.93483e-06
174394	174537	144	89.3	1.48281e-18
174546	174550	5	9.1	2.17629e-06
178093	178097	5	10.7	7.1062e-09
178108	178112	5	11.6	1.11972e-10
178117	178122	6	10.2	1.72443e-06
178138	178172	35	63.2	1.26109e-34
178189	178196	8	15.5	1.24065e-10
178225	178244	20	34.4	1.81249e-18
178267	178271	5	11	1.93812e-09
179428	179454	27	32	9.61883e-12
179483	179487	5	10.1	7.60421e-08
179516	179593	78	57.5	7.71706e-14
180815	180841	27	44.2	7.50128e-22
180882	180888	7	15.3	2.05608e-12
244975	245006	32	23.8	1.03156e-06
245137	245255	119	36.6	6.58898e-07
249334	249635	302	144.1	2.26181e-25
251498	251678	181	190.4	1.20394e-54
252040	252133	94	53.6	2.28884e-11
252615	252669	55	37.7	2.82263e-09
256248	256410	163	150.4	4.43071e-39
256906	256998	93	41.1	2.94419e-08
257967	258069	103	68.5	3.29049e-15
258317	258431	115	111.3	1.50286e-30
272152	272235	84	58.7	1.17657e-13
272258	272268	11	14.1	2.01552e-06
284264	284406	143	77.2	3.25711e-15
297097	297135	39	42.9	3.15437e-14
297170	297177	8	12.1	1.34309e-06
297340	297408	69	82.6	7.64338e-28
297422	297426	5	9.1	2.17629e-06
297556	297590	35	25.5	5.2733e-07
297634	297667	34	38.4	3.36811e-13
299669	299861	193	43	1.35675e-07
299899	300024	126	39	2.90675e-07
302637	302647	11	14.6	8.60656e-07
302678	302980	303	289.6	1.55975e-75
303030	303074	45	26.7	1.38875e-06
309508	309523	16	18.9	1.44918e-07
315364	315672	309	102.5	1.41682e-16
345934	345942	9	13.5	3.92412e-07
345960	345969	10	13.4	2.08727e-06
346000	346010	11	17.1	5.98305e-09
346024	346042	19	28.5	2.52818e-13
346054	346058	5	9	2.93483e-06
346062	346066	5	9	2.93483e-06
346100	346139	40	45.3	2.65623e-15
346201	346209	9	13.4	4.84785e-07
348612	348867	256	103.9	9.85485e-18
356382	356494	113	49.9	1.13927e-09
370499	370589	91	36.3	2.92781e-07
371478	371553	76	83.3	6.92521e-26
371663	371767	105	161.2	5.4591e-69
371784	371867	84	53.3	6.41833e-12
376469	376837	369	208.4	8.74766e-39
376845	376852	8	11.8	2.53644e-06
382450	382596	147	70.8	1.95706e-13
382634	382648	15	18.1	1.95899e-07
383480	383621	142	128.7	2.9569e-33
386961	387231	271	123.7	1.1711e-21
393551	393640	90	81.6	8.99727e-22
404856	404869	14	18.1	7.1324e-08
404919	405049	131	92.5	1.25753e-20
405081	405089	9	12.7	1.98515e-06
408472	408519	48	31.8	6.11388e-08
410417	410428	12	14.6	2.49913e-06
410469	410481	13	15.5	1.5955e-06
410524	410555	32	42.6	7.95737e-17
410693	410706	14	20.1	1.90257e-09
410806	410831	26	24.8	4.81587e-08
417414	417419	6	10.2	1.72443e-06
417481	417627	147	115.2	5.43779e-27
429025	429376	352	162.4	5.79574e-28
437199	437231	33	26.6	1.17731e-07
442527	442543	17	19.1	2.43695e-07
442591	442626	36	31.3	3.80609e-09
447547	447553	7	11.2	1.46082e-06
448071	448100	30	22.5	1.85139e-06
454389	454407	19	20.3	2.01845e-07
463754	463791	38	26.3	5.46953e-07
463894	464062	169	139.5	1.77753e-33
464088	464111	24	25.6	6.13158e-09
466613	467089	477	267	6.70177e-49
469891	469989	99	52.9	6.40265e-11
484766	484804	39	34.6	4.51391e-10
501845	501979	135	81.2	9.12068e-17
504643	504873	231	51.5	9.03536e-09
505022	505086	65	59.9	1.18225e-16
505133	505142	10	13.2	2.96565e-06
511744	511828	85	72.6	9.56939e-19
517983	518149	167	82	2.11092e-15
529797	529936	140	95.2	1.05036e-20
531540	531611	72	86.8	2.31438e-29
531809	531818	10	13.2	2.96565e-06
531953	531966	14	18.5	3.61826e-08
531991	532030	40	28.1	2.04764e-07
532034	532052	19	35.8	1.40786e-21
532082	532090	9	13.7	2.55129e-07
532176	532265	90	41.9	1.55352e-08
532318	532335	18	19.2	4.28659e-07
540495	540505	11	15.5	1.65935e-07
541286	541303	18	18.2	1.47226e-06
541330	541914	585	500.6	4.78893e-118
545356	545563	208	299.2	9.06328e-117
547963	547971	9	16.5	1.83604e-10
547985	548158	174	284.5	3.57903e-130
548166	548176	11	14.2	1.70605e-06
