200939	200983	45	46.8	1.7343e-11
205397	205443	47	47.3	2.59195e-11
205492	205500	9	15.2	7.11545e-07
207327	207445	119	118.1	2.47801e-25
208163	208323	161	64.7	4.73451e-09
209699	209888	190	51.8	6.66728e-07
215757	215992	236	124.9	7.58009e-18
221747	221867	121	88	1.40789e-15
224025	224034	10	17.6	4.83515e-08
224057	224064	8	13.7	2.00383e-06
224138	224147	10	17.3	8.51496e-08
224176	224181	6	12.4	3.31528e-07
224394	224537	144	98.3	1.53728e-16
228093	228301	209	120.4	4.98047e-18
229428	229593	166	51.5	4.87397e-07
230813	230841	29	29.8	7.68658e-08
299334	299424	91	71.5	1.25919e-13
299505	299635	131	92.7	4.83481e-16
301511	301678	168	198.9	3.3536e-48
302040	302100	61	54.8	7.79047e-12
306282	306404	123	151	2.51902e-38
306907	306999	93	50.5	2.50005e-08
307963	308085	123	72.2	1.26374e-11
308324	308430	107	73.4	7.85079e-13
322138	322340	203	60.7	6.05992e-08
334265	334374	110	93	4.53377e-18
347353	347426	74	42.4	1.99336e-07
352706	352971	266	170.9	2.10778e-26
365362	365659	298	226.8	2.21786e-38
395934	396212	279	360.5	3.02037e-93
396306	396333	28	28.2	2.10638e-07
398329	398340	12	20.5	7.69837e-09
398376	398867	492	433.1	1.50635e-79
406377	406567	191	172.6	1.42327e-33
406949	407043	95	78.8	2.2116e-15
420652	420664	13	18.2	1.03196e-06
421486	421876	391	314.4	1.63271e-54
426469	426832	364	330.2	1.35873e-62
426844	426854	11	17.7	2.0746e-07
433488	433622	135	137.8	6.42814e-30
436958	437235	278	163.5	4.2995e-24
443550	443653	104	99.4	5.42037e-21
454908	455165	258	117.5	8.71292e-16
460241	460246	6	11.9	1.14769e-06
460281	460299	19	22.3	7.35507e-07
460377	460384	8	13.3	4.10943e-06
460406	460555	150	172.1	8.51791e-41
460694	460706	13	24.7	1.33651e-11
460806	460832	27	39.9	1.68406e-13
461279	461304	26	28.2	8.56632e-08
461342	461376	35	38.9	2.49178e-10
467456	467627	172	107.6	4.76955e-17
479044	479127	84	56.8	3.11869e-10
479256	479271	16	20.2	1.04202e-06
480448	480457	10	16.6	3.00073e-07
480479	480496	18	20.3	3.31553e-06
487131	487344	214	203.4	8.52194e-41
487584	487610	27	36.3	2.13472e-11
487636	487656	21	27	1.43863e-08
492527	492543	17	22.4	1.604e-07
492591	492652	62	44.3	1.34438e-08
504601	504677	77	53.3	7.85328e-10
506184	506208	25	23.4	4.04982e-06
513754	513770	17	27.5	1.05658e-10
513777	513795	19	21.3	2.07338e-06
513849	513860	12	19.4	5.21328e-08
513895	514055	161	185.6	4.97392e-44
514087	514107	21	35.4	6.76505e-14
516644	517100	457	374	2.72612e-65
519893	519987	95	42.4	1.02106e-06
534766	534804	39	47.8	2.42891e-13
534874	534897	24	27.1	8.97197e-08
534956	534972	17	21	8.43508e-07
535164	535228	65	43.8	2.97513e-08
551809	551812	4	9.1	2.54204e-06
551840	552079	240	288.5	5.4506e-70
555071	555086	16	21	3.98827e-07
561376	561500	125	52.1	1.06319e-07
561740	561758	19	23.9	1.24136e-07
567991	568002	12	16.8	2.59382e-06
568028	568039	12	20	1.87499e-08
568066	568121	56	58.8	4.22223e-14
579806	579888	83	42.8	3.78815e-07
581533	581611	79	59.6	2.34841e-11
582037	582052	16	23.8	9.27837e-09
582181	582201	21	22.1	2.57874e-06
590495	590505	11	18.7	3.68289e-08
591322	591914	593	578.8	9.06951e-115
595358	595566	209	276.1	1.64171e-73
597963	597971	9	15.3	5.94202e-07
597986	598158	173	289.7	7.02953e-100
598281	598286	6	11.9	1.14769e-06
598290	598313	24	22.9	4.30743e-06
598528	598989	462	630.5	9.89022e-171
601553	601618	66	60.4	4.88054e-13
601731	601827	97	70.9	6.25879e-13
605123	605377	255	291.5	1.77254e-67
605693	605704	12	20.6	6.41535e-09
605758	605774	17	34.2	1.44757e-16
606254	606260	7	13	1.13179e-06
606264	606291	28	51.9	7.30592e-22
607060	607074	15	18.5	3.64446e-06
611555	611951	397	306.5	1.12148e-51
612020	612033	14	25.5	2.28752e-11
612237	612329	93	150.9	4.27619e-51
631537	631547	11	19.6	6.80449e-09
631607	631702	96	69.2	1.48129e-12
631727	631778	52	91.8	4.14767e-35
631817	631825	9	14.7	1.70408e-06
633036	633054	19	25.8	1.22116e-08
633096	633257	162	82.6	3.42713e-12
645571	645585	15	18.4	4.08258e-06
647323	647491	169	75.4	1.14245e-10
653516	653608	93	86.8	3.11171e-18
