SGIP1	1	67000041	67208778
SLC45A1	1	8384389	8404073
NECAP2	1	16767256	16785385
CLIC4	1	25072044	25167428
ADC	1	33547850	33567493
AGBL4	1	48999844	50489468
DAB1	1	57463571	57463571
TGFBR3	1	92149295	92327088
DBT	1	100661810	100715376
PRUNE	1	150980895	150980895
RP11-550P17.5	1	159315955	159315955
RFWD2	1	175914288	176176114
C1orf21	1	184446643	184588690
RP1-272L16.1	1	209701799	209701799
LIN9	1	226420201	226496888
C1orf159	1	1018272	1026923
PRKCZ	1	2075777	2116448
PRDM16	1	2985823	3350253
ICMT	1	6285139	6295971
CAMTA1	1	6845590	7826551
RP5-1056L3.1	1	19918295	19918295
PINK1	1	20960041	20977184
PINK1-AS	1	20969149	20969149
USP48	1	22005909	22109450
EPHB2	1	23037475	23217642
STMN1	1	26212213	26231167
NUDC	1	27248339	27272672
EYA3	1	28300976	28384537
EPB41	1	29313949	29442309
PUM1	1	31406057	31532413
KHDRBS1	1	32479596	32508225
CSMD2	1	33985117	34630698
SFPQ	1	35650056	35658650
THRAP3	1	36748164	36769618
RP5-1180C18.1	1	37728339	37728339
MACF1	1	39549890	39951466
CCDC30	1	43002155	43119699
PTPRF	1	44010746	44087674
RNF220	1	44877769	45116447
GPBP1L1	1	46093927	46124759
TRABD2B	1	48231573	48462461
FAF1	1	50907111	51425483
RAB3B	1	52385598	52442789
SCP2	1	53393068	53516376
TCEANC2	1	54519259	54519259
USP24	1	55534717	55680786
FGGY	1	59762509	59762509
NFIA	1	61331042	61920992
USP1	1	62905538	62916652
ITGB3BP	1	63912477	63988804
CACHD1	1	64936427	65157244
LEPR	1	66031248	66091853
LRRC7	1	70181900	70587570
NEGR1	1	71873128	72748177
ST6GALNAC3	1	76540551	77094491
PIGK	1	77558058	77685087
LPHN2	1	82302669	82456829
DDAH1	1	85787134	85824524
CLCA4	1	87012802	87046028
RP11-76N22.2	1	89003195	89003195
LRRC8C	1	90152032	90180541
RP11-302M6.4	1	90152032	90309217
FAM69A	1	93308939	93426986
GCLM	1	94354545	94374719
RP4-639F20.1	1	95393121	95393121
RP11-147C23.1	1	96457907	96488171
RP11-202K23.1	1	102665294	102665294
NTNG1	1	107691215	108023462
GNAI3	1	110091342	110134855
KCNA2	1	111136514	111147404
RAP1A	1	112233982	112251857
RHOC	1	113244161	113246421
RP11-426L16.10	1	113245235	113245235
PHTF1	1	114240326	114301325
WDR3	1	118475942	118502070
NOTCH2	1	120457928	120612020
RP6-206I17.1	1	143647638	143647638
PDZK1	1	145747043	145763623
RP11-495P10.2	1	147835126	147835126
OTUD7B	1	149915755	149949445
SPRR2B	1	153043096	153043315
TPM3	1	154130114	154155595
SMG5	1	156220377	156252471
FCGR2A	1	161475257	161487938
PBX1	1	164529059	164815913
RP11-466F5.6	1	165667986	165667986
MROH9	1	170914697	171033481
DNM3	1	171810796	172376981
RP1-15D23.2	1	172745044	172745044
TNFSF18	1	173010506	173020036
TNN	1	175046554	175116207
BRINP2	1	177199012	177250664
RASAL2	1	178063681	178442374
SOAT1	1	179304658	179322776
ACBD6	1	180256117	180256117
RGSL1	1	182419300	182520276
SMG7	1	183485073	183521066
PTGS2	1	186643484	186649422
RP11-541F9.2	1	191844624	191844624
ZBTB41	1	197128488	197169603
NEK7	1	198201710	198288652
RP11-382E9.1	1	199117725	199117725
PPP1R12B	1	202317979	202549688
SRGAP2	1	206557365	206634765
HHAT	1	210522319	210847721
RP11-354K1.2	1	211809247	211809247
BATF3	1	212859759	212859759
