"""regionId""","""betweenness"""
"{""id"":""chr10_60000""}",0
"{""id"":""chr10_70000""}",0
"{""id"":""chr10_85000""}",0
"{""id"":""chr10_90000""}",0
"{""id"":""chr10_95000""}",7.87996583089268
"{""id"":""chr10_100000""}",0
"{""id"":""chr10_105000""}",2.9470919138898104
"{""id"":""chr10_110000""}",191.03944501380764
"{""id"":""chr10_115000""}",73.71377819874462
"{""id"":""chr10_120000""}",26.485700578771723
"{""id"":""chr10_125000""}",2688.0796239158876
"{""id"":""chr10_130000""}",865.8638176578565
"{""id"":""chr10_135000""}",416.72680982967034
"{""id"":""chr10_140000""}",3024.591211328152
"{""id"":""chr10_145000""}",351.2445845571854
"{""id"":""chr10_150000""}",60.65352553499941
"{""id"":""chr10_155000""}",700.028253768607
"{""id"":""chr10_160000""}",39.84087594896354
"{""id"":""chr10_165000""}",30.26325369808436
"{""id"":""chr10_170000""}",244.2289583022351
"{""id"":""chr10_175000""}",520.4574639252949
"{""id"":""chr10_180000""}",29.176101088405858
"{""id"":""chr10_185000""}",316.1512033878067
"{""id"":""chr10_190000""}",266.23548439764045
"{""id"":""chr10_195000""}",322.4553360329688
"{""id"":""chr10_200000""}",860.4377780533754
"{""id"":""chr10_205000""}",1249.0866694311126
"{""id"":""chr10_210000""}",22.6759219587578
"{""id"":""chr10_215000""}",946.7583263743559
"{""id"":""chr10_220000""}",144.23619564598994
"{""id"":""chr10_225000""}",285.52514142178455
"{""id"":""chr10_230000""}",254.5448902976571
"{""id"":""chr10_235000""}",330.0921576633492
"{""id"":""chr10_240000""}",9.267894881187015
"{""id"":""chr10_245000""}",151.24357121705506
"{""id"":""chr10_250000""}",4.210442196695183
"{""id"":""chr10_255000""}",677.2613308122235
"{""id"":""chr10_260000""}",430.7638776223085
"{""id"":""chr10_265000""}",115.18483750196019
"{""id"":""chr10_270000""}",109.39335680605902
"{""id"":""chr10_275000""}",150.42344037862586
"{""id"":""chr10_280000""}",47957.440449141584
"{""id"":""chr10_285000""}",4241.881384159066
"{""id"":""chr10_290000""}",114.13761852751658
"{""id"":""chr10_295000""}",283.2767928368853
"{""id"":""chr10_300000""}",2057.456209349567
"{""id"":""chr10_305000""}",216.77813929893927
"{""id"":""chr10_310000""}",38.65501007611062
"{""id"":""chr10_315000""}",120.39784807224692
"{""id"":""chr10_320000""}",585.9779823017766
"{""id"":""chr10_325000""}",325.49947425013954
"{""id"":""chr10_330000""}",1011.5834763262154
"{""id"":""chr10_335000""}",1047.9675136079784
"{""id"":""chr10_340000""}",605.7829220819716
"{""id"":""chr10_345000""}",202.712687173106
"{""id"":""chr10_350000""}",313.28808928237305
"{""id"":""chr10_355000""}",30.257517518925372
"{""id"":""chr10_360000""}",4732.118130676095
"{""id"":""chr10_365000""}",0.09646302250803859
"{""id"":""chr10_370000""}",603.5754341153191
"{""id"":""chr10_375000""}",517.7594711185398
"{""id"":""chr10_380000""}",43.069969325618274
"{""id"":""chr10_385000""}",1152.3343712776962
"{""id"":""chr10_390000""}",20.186585181358623
"{""id"":""chr10_395000""}",126.64816333601883
"{""id"":""chr10_400000""}",5529.828655929883
"{""id"":""chr10_405000""}",715.470564017289
"{""id"":""chr10_410000""}",51.90048297925114
"{""id"":""chr10_415000""}",192.6740157959707
"{""id"":""chr10_420000""}",33.93536246723181
"{""id"":""chr10_425000""}",117.5778212654765
"{""id"":""chr10_430000""}",930.0617288879826
"{""id"":""chr10_435000""}",3723.7222031891797
"{""id"":""chr10_440000""}",110.854674180488
"{""id"":""chr10_445000""}",3.0769505721903254
"{""id"":""chr10_450000""}",1038.7816605112089
"{""id"":""chr10_455000""}",327.5140076921308
"{""id"":""chr10_460000""}",676.1720030880789
"{""id"":""chr10_465000""}",6150.237497878999
"{""id"":""chr10_470000""}",170.82474930036554
"{""id"":""chr10_475000""}",245.82485249881327
"{""id"":""chr10_480000""}",789.9667956679459
"{""id"":""chr10_485000""}",60996.572174158995
"{""id"":""chr10_490000""}",1043.2706995004569
"{""id"":""chr10_495000""}",3792.3788725604227
"{""id"":""chr10_500000""}",2.1848197598833967
"{""id"":""chr10_505000""}",791.0362058223794
"{""id"":""chr10_510000""}",130.13709095114592
"{""id"":""chr10_515000""}",1132.6105611607938
"{""id"":""chr10_520000""}",82.40883503760308
"{""id"":""chr10_525000""}",1085.7822086831961
"{""id"":""chr10_530000""}",1109.637509595463
"{""id"":""chr10_535000""}",638.0702244316193
"{""id"":""chr10_540000""}",3028.66376328758
"{""id"":""chr10_545000""}",917.4664497148372
"{""id"":""chr10_550000""}",12910.526943514347
"{""id"":""chr10_555000""}",2105.116014945123
"{""id"":""chr10_560000""}",584.3243520528611
"{""id"":""chr10_565000""}",1227.943077935335
"{""id"":""chr10_570000""}",495.2982004082047
"{""id"":""chr10_575000""}",29.60414557257559
"{""id"":""chr10_580000""}",1263.7493848239196
"{""id"":""chr10_585000""}",899.8081399350131
"{""id"":""chr10_590000""}",325.3832376554108
"{""id"":""chr10_595000""}",703.1966134587495
"{""id"":""chr10_600000""}",180.5296608751586
"{""id"":""chr10_605000""}",362.9767950255903
"{""id"":""chr10_610000""}",3130.443274559411
"{""id"":""chr10_615000""}",1266.8234343018478
"{""id"":""chr10_620000""}",15392.359912359927
"{""id"":""chr10_625000""}",15751.241523280252
"{""id"":""chr10_630000""}",36.34788640674569
"{""id"":""chr10_635000""}",42.86943398451089
"{""id"":""chr10_640000""}",171.6208396532229
"{""id"":""chr10_645000""}",26.930535886303744
"{""id"":""chr10_650000""}",621.9195746615484
"{""id"":""chr10_655000""}",1315.491737404957
"{""id"":""chr10_660000""}",405.136326196727
"{""id"":""chr10_665000""}",14148.66668484896
"{""id"":""chr10_670000""}",128.2874370481681
"{""id"":""chr10_675000""}",55.10205622885135
"{""id"":""chr10_680000""}",19.368256916841435
"{""id"":""chr10_685000""}",141.54476554426003
"{""id"":""chr10_690000""}",0
"{""id"":""chr10_695000""}",552.7119931691069
"{""id"":""chr10_700000""}",39.0604890507481
"{""id"":""chr10_705000""}",3276.822243602031
"{""id"":""chr10_710000""}",11.057768781836641
"{""id"":""chr10_715000""}",415.7632794092822
"{""id"":""chr10_720000""}",24.32986784073716
"{""id"":""chr10_725000""}",80.80930402344566
"{""id"":""chr10_730000""}",593.0867345861259
"{""id"":""chr10_735000""}",261.09190088164155
"{""id"":""chr10_740000""}",3613.360093456676
"{""id"":""chr10_745000""}",3127.0302041728914
"{""id"":""chr10_750000""}",131.3536231497391
"{""id"":""chr10_755000""}",386.2509229774868
"{""id"":""chr10_760000""}",1103.7200102605627
"{""id"":""chr10_765000""}",249.23149966952056
"{""id"":""chr10_770000""}",417.8037682855399
"{""id"":""chr10_775000""}",1222.7217297826746
"{""id"":""chr10_780000""}",0
"{""id"":""chr10_785000""}",899.0961437993894
"{""id"":""chr10_790000""}",0.16939724927189356
"{""id"":""chr10_795000""}",4.0734278463133995
"{""id"":""chr10_800000""}",23.155496736444803
"{""id"":""chr10_805000""}",126.90882916912109
"{""id"":""chr10_810000""}",2885.6309028627384
"{""id"":""chr10_815000""}",461.3338404171677
"{""id"":""chr10_820000""}",6779.021066756174
"{""id"":""chr10_825000""}",1748.0563053871597
"{""id"":""chr10_830000""}",6203.990023853786
"{""id"":""chr10_835000""}",64181.09190167527
"{""id"":""chr10_840000""}",1029.7302371989872
"{""id"":""chr10_845000""}",109717.8539166051
"{""id"":""chr10_850000""}",24828.648041731387
"{""id"":""chr10_855000""}",5593.025576168048
"{""id"":""chr10_860000""}",5702.377845673741
"{""id"":""chr10_865000""}",2616.3746010536534
"{""id"":""chr10_870000""}",25466.76298380065
"{""id"":""chr10_875000""}",389.55097190624537
"{""id"":""chr10_880000""}",16606.971106518096
"{""id"":""chr10_885000""}",984.4834479863376
"{""id"":""chr10_890000""}",7862.539362265069
"{""id"":""chr10_895000""}",4277.99977258193
"{""id"":""chr10_900000""}",217098.66601543984
"{""id"":""chr10_905000""}",1321.1933453287359
"{""id"":""chr10_910000""}",3649.4291593956677
"{""id"":""chr10_915000""}",4419.078703077163
"{""id"":""chr10_920000""}",171.22844991113823
"{""id"":""chr10_925000""}",5044.535049410276
"{""id"":""chr10_930000""}",82552.05885857368
"{""id"":""chr10_935000""}",1728.7867186472424
"{""id"":""chr10_940000""}",5042.9134255696645
"{""id"":""chr10_945000""}",3211.9534312763085
"{""id"":""chr10_950000""}",7008.0699541016065
"{""id"":""chr10_955000""}",5363.832192054215
"{""id"":""chr10_960000""}",59.94197509874615
"{""id"":""chr10_965000""}",349.07450886394935
"{""id"":""chr10_970000""}",396.2861427333683
"{""id"":""chr10_975000""}",66.07327078633655
"{""id"":""chr10_980000""}",1109.775824188807
"{""id"":""chr10_985000""}",3037.3015283102736
"{""id"":""chr10_990000""}",267.2999768916242
"{""id"":""chr10_995000""}",487.6643614047162
"{""id"":""chr10_1000000""}",2.9680043451533913
"{""id"":""chr10_1005000""}",414.0154022366555
"{""id"":""chr10_1010000""}",353.5192582954075
"{""id"":""chr10_1015000""}",1902.0479894887412
"{""id"":""chr10_1020000""}",153.23000226353983
"{""id"":""chr10_1025000""}",578.5487071948139
"{""id"":""chr10_1030000""}",143333.26088846565
"{""id"":""chr10_1035000""}",3900.8854868066296
"{""id"":""chr10_1040000""}",122371.70506480474
"{""id"":""chr10_1045000""}",10006.243868801273
"{""id"":""chr10_1050000""}",62378.67903736145
